po_id,supplier_id,material_id,order_date,expected_delivery_date,actual_delivery_date,quantity_kg,status
PO-00012594,SUP-IND-01,RM-WHT-038,2024-02-07,2024-02-25,2024-02-25,5043.28,Delivered
PO-00012595,SUP-KSA-03,RM-ADTV-213,2024-11-11,2024-11-21,2024-11-21,1920.55,Delivered
PO-00012596,SUP-UKR-01,RM-WHT-130,2025-01-23,2025-02-14,2025-02-14,33613.92,Delivered
PO-00012597,SUP-KSA-01,RM-ADTV-220,2024-08-12,2024-08-19,2024-08-19,1024.08,Delivered
PO-00012598,SUP-AUS-01,RM-WHT-125,2025-02-06,2025-03-03,2025-03-03,4575.75,Delivered
PO-00012599,SUP-KSA-02,RM-ADTV-158,2024-04-25,2024-05-04,2024-05-04,2120.38,Delivered
PO-00012600,SUP-KSA-04,RM-ADTV-236,2024-08-20,2024-08-31,2024-08-31,940.63,Delivered
PO-00012601,SUP-UKR-01,RM-WHT-044,2024-09-26,2024-10-18,2024-10-18,27979.98,Delivered
PO-00012602,SUP-KSA-04,RM-ADTV-200,2024-03-11,2024-03-22,2024-03-22,1034.81,Delivered
PO-00012603,SUP-KSA-03,RM-ADTV-241,2023-09-17,2023-09-27,2023-09-27,123.49,Delivered
PO-00012604,SUP-KSA-03,RM-ADTV-228,2024-01-01,2024-01-11,2024-01-11,121.36,Delivered
PO-00012605,SUP-KSA-04,RM-ADTV-249,2023-04-02,2023-04-13,2023-04-13,2732.38,Delivered
PO-00012606,SUP-KSA-01,RM-ADTV-157,2023-05-09,2023-05-16,2023-05-16,333.35,Delivered
PO-00012607,SUP-IND-01,RM-WHT-086,2025-01-13,2025-01-31,2025-01-31,32382.99,Delivered
PO-00012608,SUP-KSA-01,RM-ADTV-198,2024-08-03,2024-08-10,2024-08-10,566.92,Delivered
PO-00012609,SUP-KSA-03,RM-ADTV-221,2023-12-03,2023-12-13,2023-12-13,1176.91,Delivered
PO-00012610,SUP-UKR-01,RM-WHT-071,2023-08-22,2023-09-13,2023-09-13,11621.68,Delivered
PO-00012611,SUP-UKR-01,RM-WHT-058,2024-01-06,2024-01-28,2024-01-28,9724.34,Delivered
PO-00012612,SUP-KSA-04,RM-ADTV-220,2024-01-13,2024-01-24,2024-01-24,1652.02,Delivered
PO-00012613,SUP-KSA-04,RM-ADTV-246,2023-09-29,2023-10-10,2023-10-10,2953.92,Delivered
PO-00012614,SUP-IND-01,RM-WHT-023,2025-05-11,2025-05-29,2025-05-29,37027.62,Delivered
PO-00012615,SUP-KSA-03,RM-ADTV-192,2023-03-01,2023-03-11,2023-03-11,1494.63,Delivered
PO-00012616,SUP-KSA-01,RM-ADTV-195,2025-01-26,2025-02-02,2025-02-02,1927.99,Delivered
PO-00012617,SUP-UKR-01,RM-WHT-037,2024-06-04,2024-06-26,2024-06-26,31347.06,Delivered
PO-00012618,SUP-IND-01,RM-WHT-128,2023-11-25,2023-12-13,2023-12-13,23686.34,Delivered
PO-00012619,SUP-IND-01,RM-WHT-035,2023-06-16,2023-07-04,2023-07-04,23631.74,Delivered
PO-00012620,SUP-UKR-01,RM-WHT-130,2024-04-21,2024-05-13,2024-05-13,7736.91,Delivered
PO-00012621,SUP-IND-01,RM-WHT-019,2023-06-17,2023-07-05,2023-07-05,26266.43,Delivered
PO-00012622,SUP-KSA-02,RM-ADTV-173,2024-03-06,2024-03-15,2024-03-15,349.91,Delivered
PO-00012623,SUP-KSA-01,RM-ADTV-232,2023-01-19,2023-01-26,2023-01-26,407.32,Delivered
PO-00012624,SUP-IND-01,RM-WHT-030,2024-10-08,2024-10-26,2024-10-26,16532.57,Delivered
PO-00012625,SUP-KSA-04,RM-ADTV-235,2024-12-16,2024-12-27,2024-12-27,1018.67,Delivered
PO-00012626,SUP-AUS-01,RM-WHT-003,2024-02-18,2024-03-14,2024-03-14,8753.1,Delivered
PO-00012627,SUP-AUS-01,RM-WHT-047,2023-12-08,2024-01-02,2024-01-02,45142.5,Delivered
PO-00012628,SUP-KSA-04,RM-ADTV-249,2024-10-01,2024-10-12,2024-10-12,2125.64,Delivered
PO-00012629,SUP-AUS-01,RM-WHT-064,2024-11-01,2024-11-26,2024-11-26,25923.57,Delivered
PO-00012630,SUP-IND-01,RM-WHT-068,2025-03-16,2025-04-03,2025-04-03,6440.9,Delivered
PO-00012631,SUP-IND-01,RM-WHT-013,2025-05-03,2025-05-21,2025-05-21,19087.49,Delivered
PO-00012632,SUP-KSA-02,RM-ADTV-161,2024-10-29,2024-11-07,2024-11-07,327.55,Delivered
PO-00012633,SUP-IND-01,RM-WHT-028,2024-04-09,2024-04-27,2024-04-27,46263.44,Delivered
PO-00012634,SUP-AUS-01,RM-WHT-078,2025-02-17,2025-03-14,2025-03-14,2670.34,Delivered
PO-00012635,SUP-KSA-03,RM-ADTV-237,2023-10-17,2023-10-27,2023-10-27,3484.57,Delivered
PO-00012636,SUP-KSA-03,RM-ADTV-152,2024-02-11,2024-02-21,2024-02-21,1682.97,Delivered
PO-00012637,SUP-KSA-04,RM-ADTV-236,2024-11-15,2024-11-26,2024-11-26,1585.23,Delivered
PO-00012638,SUP-AUS-01,RM-WHT-039,2023-06-30,2023-07-25,2023-07-25,12718.2,Delivered
PO-00012639,SUP-KSA-04,RM-ADTV-204,2024-01-24,2024-02-04,2024-02-04,2367.69,Delivered
PO-00012640,SUP-IND-01,RM-WHT-081,2024-11-16,2024-12-04,2024-12-04,13075.46,Delivered
PO-00012641,SUP-KSA-01,RM-ADTV-166,2023-09-07,2023-09-14,2023-09-14,1597.6,Delivered
PO-00012642,SUP-KSA-02,RM-ADTV-182,2024-01-05,2024-01-14,2024-01-14,1400.7,Delivered
PO-00012643,SUP-KSA-01,RM-ADTV-196,2024-01-03,2024-01-10,2024-01-10,1851.34,Delivered
PO-00012644,SUP-IND-01,RM-WHT-129,2025-02-17,2025-03-07,2025-03-07,10147.3,Delivered
PO-00012645,SUP-IND-01,RM-WHT-016,2024-10-21,2024-11-08,2024-11-08,9211.4,Delivered
PO-00012646,SUP-KSA-03,RM-ADTV-249,2024-08-13,2024-08-23,2024-08-23,2897.81,Delivered
PO-00012647,SUP-KSA-04,RM-ADTV-195,2023-09-28,2023-10-09,2023-10-09,1566.42,Delivered
PO-00012648,SUP-KSA-01,RM-ADTV-247,2023-02-27,2023-03-06,2023-03-06,3606.48,Delivered
PO-00012649,SUP-UKR-01,RM-WHT-076,2025-04-19,2025-05-11,2025-05-11,22195.77,Delivered
PO-00012650,SUP-AUS-01,RM-WHT-087,2024-07-20,2024-08-14,2024-08-14,20867.36,Delivered
PO-00012651,SUP-KSA-02,RM-ADTV-208,2023-06-03,2023-06-12,2023-06-12,449.04,Delivered
PO-00012652,SUP-KSA-03,RM-ADTV-207,2024-05-12,2024-05-22,2024-05-22,1996.08,Delivered
PO-00012653,SUP-AUS-01,RM-WHT-123,2023-03-27,2023-04-21,2023-04-21,9100.55,Delivered
PO-00012654,SUP-KSA-02,RM-ADTV-181,2024-03-08,2024-03-17,2024-03-17,1753.82,Delivered
PO-00012655,SUP-AUS-01,RM-WHT-021,2024-05-27,2024-06-21,2024-06-21,10422.1,Delivered
PO-00012656,SUP-KSA-02,RM-ADTV-183,2024-09-15,2024-09-24,2024-09-24,621.72,Delivered
PO-00012657,SUP-UKR-01,RM-WHT-090,2023-01-26,2023-02-17,2023-02-17,23621.85,Delivered
PO-00012658,SUP-KSA-03,RM-ADTV-175,2023-09-19,2023-09-29,2023-09-29,2289.71,Delivered
PO-00012659,SUP-KSA-01,RM-ADTV-203,2023-12-09,2023-12-16,2023-12-16,233.56,Delivered
PO-00012660,SUP-UKR-01,RM-WHT-145,2024-03-18,2024-04-09,2024-04-09,8305.3,Delivered
PO-00012661,SUP-KSA-03,RM-ADTV-245,2024-05-07,2024-05-17,2024-05-17,1615.36,Delivered
PO-00012662,SUP-UKR-01,RM-WHT-014,2024-06-21,2024-07-13,2024-07-13,19645.64,Delivered
PO-00012663,SUP-KSA-03,RM-ADTV-241,2024-06-21,2024-07-01,2024-07-01,373.0,Delivered
PO-00012664,SUP-KSA-04,RM-ADTV-167,2025-01-23,2025-02-03,2025-02-03,3582.77,Delivered
PO-00012665,SUP-KSA-04,RM-ADTV-244,2025-01-20,2025-01-31,2025-01-31,3773.54,Delivered
PO-00012666,SUP-UKR-01,RM-WHT-100,2024-09-22,2024-10-14,2024-10-14,25463.1,Delivered
PO-00012667,SUP-IND-01,RM-WHT-016,2023-05-30,2023-06-17,2023-06-17,3454.3,Delivered
PO-00012668,SUP-UKR-01,RM-WHT-097,2025-04-22,2025-05-14,2025-05-14,9956.86,Delivered
PO-00012669,SUP-AUS-01,RM-WHT-121,2023-02-03,2023-02-28,2023-02-28,13373.85,Delivered
PO-00012670,SUP-UKR-01,RM-WHT-136,2023-09-20,2023-10-12,2023-10-12,10822.4,Delivered
PO-00012671,SUP-UKR-01,RM-WHT-129,2024-07-08,2024-07-30,2024-07-30,15401.03,Delivered
PO-00012672,SUP-UKR-01,RM-WHT-037,2023-05-09,2023-05-31,2023-05-31,12173.88,Delivered
PO-00012673,SUP-KSA-03,RM-ADTV-169,2023-08-09,2023-08-19,2023-08-19,3879.4,Delivered
PO-00012674,SUP-KSA-03,RM-ADTV-158,2024-06-30,2024-07-10,2024-07-10,633.69,Delivered
PO-00012675,SUP-UKR-01,RM-WHT-118,2024-10-12,2024-11-03,2024-11-03,11294.32,Delivered
PO-00012676,SUP-KSA-02,RM-ADTV-180,2024-10-06,2024-10-15,2024-10-15,1910.73,Delivered
PO-00012677,SUP-UKR-01,RM-WHT-084,2023-02-28,2023-03-22,2023-03-22,31753.58,Delivered
PO-00012678,SUP-UKR-01,RM-WHT-084,2024-12-01,2024-12-23,2024-12-23,23304.06,Delivered
PO-00012679,SUP-IND-01,RM-WHT-137,2024-09-07,2024-09-25,2024-09-25,34845.66,Delivered
PO-00012680,SUP-KSA-01,RM-ADTV-238,2023-05-12,2023-05-19,2023-05-19,4153.14,Delivered
PO-00012681,SUP-AUS-01,RM-WHT-114,2024-01-19,2024-02-13,2024-02-13,1904.99,Delivered
PO-00012682,SUP-KSA-02,RM-ADTV-207,2024-07-05,2024-07-14,2024-07-14,3319.51,Delivered
PO-00012683,SUP-UKR-01,RM-WHT-084,2023-05-14,2023-06-05,2023-06-05,27240.86,Delivered
PO-00012684,SUP-AUS-01,RM-WHT-020,2023-04-03,2023-04-28,2023-04-28,16778.83,Delivered
PO-00012685,SUP-KSA-03,RM-ADTV-160,2023-11-08,2023-11-18,2023-11-18,959.84,Delivered
PO-00012686,SUP-UKR-01,RM-WHT-129,2024-07-31,2024-08-22,2024-08-22,10422.52,Delivered
PO-00012687,SUP-KSA-04,RM-ADTV-246,2023-06-30,2023-07-11,2023-07-11,3088.86,Delivered
PO-00012688,SUP-UKR-01,RM-WHT-027,2025-06-07,2025-06-29,2025-06-29,27191.3,Delivered
PO-00012689,SUP-KSA-03,RM-ADTV-223,2023-11-22,2023-12-02,2023-12-02,2073.74,Delivered
PO-00012690,SUP-UKR-01,RM-WHT-136,2025-03-21,2025-04-12,2025-04-12,33820.2,Delivered
PO-00012691,SUP-KSA-04,RM-ADTV-151,2023-03-13,2023-03-24,2023-03-24,1049.6,Delivered
PO-00012692,SUP-KSA-04,RM-ADTV-190,2023-05-09,2023-05-20,2023-05-20,2749.02,Delivered
PO-00012693,SUP-AUS-01,RM-WHT-131,2023-10-21,2023-11-15,2023-11-15,10590.67,Delivered
PO-00012694,SUP-KSA-02,RM-ADTV-248,2025-05-09,2025-05-18,2025-05-18,1098.69,Delivered
PO-00012695,SUP-IND-01,RM-WHT-024,2025-04-25,2025-05-13,2025-05-13,3322.63,Delivered
PO-00012696,SUP-AUS-01,RM-WHT-085,2023-09-12,2023-10-07,2023-10-07,16232.87,Delivered
PO-00012697,SUP-IND-01,RM-WHT-113,2023-01-11,2023-01-29,2023-01-29,4973.7,Delivered
PO-00012698,SUP-KSA-04,RM-ADTV-239,2023-05-11,2023-05-22,2023-05-22,1716.52,Delivered
PO-00012699,SUP-KSA-02,RM-ADTV-227,2025-03-29,2025-04-07,2025-04-07,2095.8,Delivered
PO-00012700,SUP-KSA-01,RM-ADTV-228,2023-07-01,2023-07-08,2023-07-08,293.73,Delivered
PO-00012701,SUP-KSA-04,RM-ADTV-154,2024-02-24,2024-03-06,2024-03-06,486.15,Delivered
PO-00012702,SUP-UKR-01,RM-WHT-123,2024-05-16,2024-06-07,2024-06-07,18939.89,Delivered
PO-00012703,SUP-IND-01,RM-WHT-047,2025-06-08,2025-06-26,2025-06-26,47176.55,Delivered
PO-00012704,SUP-UKR-01,RM-WHT-130,2023-09-10,2023-10-02,2023-10-02,14925.54,Delivered
PO-00012705,SUP-IND-01,RM-WHT-117,2025-04-24,2025-05-12,2025-05-12,7901.68,Delivered
PO-00012706,SUP-KSA-03,RM-ADTV-167,2023-01-10,2023-01-20,2023-01-20,3481.95,Delivered
PO-00012707,SUP-IND-01,RM-WHT-126,2024-09-06,2024-09-24,2024-09-24,2283.57,Delivered
PO-00012708,SUP-AUS-01,RM-WHT-094,2024-07-31,2024-08-25,2024-08-25,6139.31,Delivered
PO-00012709,SUP-AUS-01,RM-WHT-035,2024-08-18,2024-09-12,2024-09-12,19990.48,Delivered
PO-00012710,SUP-IND-01,RM-WHT-014,2024-07-20,2024-08-07,2024-08-07,25810.6,Delivered
PO-00012711,SUP-KSA-04,RM-ADTV-190,2025-03-16,2025-03-27,2025-03-27,1800.17,Delivered
PO-00012712,SUP-KSA-01,RM-ADTV-160,2023-07-19,2023-07-26,2023-07-26,1288.95,Delivered
PO-00012713,SUP-IND-01,RM-WHT-043,2023-01-27,2023-02-14,2023-02-14,7911.6,Delivered
PO-00012714,SUP-KSA-04,RM-ADTV-165,2023-04-16,2023-04-27,2023-04-27,1610.02,Delivered
PO-00012715,SUP-AUS-01,RM-WHT-050,2024-12-13,2025-01-07,2025-01-07,14421.44,Delivered
PO-00012716,SUP-KSA-01,RM-ADTV-238,2025-03-06,2025-03-13,2025-03-13,1873.04,Delivered
PO-00012717,SUP-KSA-02,RM-ADTV-167,2025-01-22,2025-01-31,2025-01-31,1954.67,Delivered
PO-00012718,SUP-AUS-01,RM-WHT-005,2024-12-05,2024-12-30,2024-12-30,18750.87,Delivered
PO-00012719,SUP-UKR-01,RM-WHT-011,2024-07-08,2024-07-30,2024-07-30,4305.13,Delivered
PO-00012720,SUP-KSA-02,RM-ADTV-177,2024-08-10,2024-08-19,2024-08-19,827.02,Delivered
PO-00012721,SUP-IND-01,RM-WHT-074,2025-02-24,2025-03-14,2025-03-14,27347.52,Delivered
PO-00012722,SUP-KSA-03,RM-ADTV-248,2024-01-05,2024-01-15,2024-01-15,388.96,Delivered
PO-00012723,SUP-KSA-03,RM-ADTV-153,2024-03-01,2024-03-11,2024-03-11,2187.29,Delivered
PO-00012724,SUP-AUS-01,RM-WHT-131,2023-10-14,2023-11-08,2023-11-08,27306.28,Delivered
PO-00012725,SUP-KSA-01,RM-ADTV-229,2024-04-10,2024-04-17,2024-04-17,1218.26,Delivered
PO-00012726,SUP-AUS-01,RM-WHT-065,2024-06-26,2024-07-21,2024-07-21,37433.23,Delivered
PO-00012727,SUP-AUS-01,RM-WHT-123,2023-08-06,2023-08-31,2023-08-31,12232.4,Delivered
PO-00012728,SUP-KSA-04,RM-ADTV-150,2023-12-26,2024-01-06,2024-01-06,1372.68,Delivered
PO-00012729,SUP-KSA-01,RM-ADTV-204,2024-12-14,2024-12-21,2024-12-21,2239.98,Delivered
PO-00012730,SUP-AUS-01,RM-WHT-020,2023-06-02,2023-06-27,2023-06-27,8329.96,Delivered
PO-00012731,SUP-UKR-01,RM-WHT-036,2023-03-08,2023-03-30,2023-03-30,17719.71,Delivered
PO-00012732,SUP-KSA-02,RM-ADTV-177,2024-11-13,2024-11-22,2024-11-22,724.63,Delivered
PO-00012733,SUP-KSA-04,RM-ADTV-187,2023-05-14,2023-05-25,2023-05-25,1238.79,Delivered
PO-00012734,SUP-KSA-02,RM-ADTV-189,2023-10-05,2023-10-14,2023-10-14,3332.69,Delivered
PO-00012735,SUP-UKR-01,RM-WHT-102,2025-04-08,2025-04-30,2025-04-30,2860.7,Delivered
PO-00012736,SUP-UKR-01,RM-WHT-088,2023-08-11,2023-09-02,2023-09-02,21806.89,Delivered
PO-00012737,SUP-IND-01,RM-WHT-104,2023-11-24,2023-12-12,2023-12-12,17950.75,Delivered
PO-00012738,SUP-KSA-04,RM-ADTV-224,2025-06-15,2025-06-26,2025-06-26,2458.04,Delivered
PO-00012739,SUP-UKR-01,RM-WHT-045,2024-03-08,2024-03-30,2024-03-30,15027.48,Delivered
PO-00012740,SUP-KSA-03,RM-ADTV-152,2023-08-08,2023-08-18,2023-08-18,2062.84,Delivered
PO-00012741,SUP-IND-01,RM-WHT-014,2024-08-24,2024-09-11,2024-09-11,16319.01,Delivered
PO-00012742,SUP-AUS-01,RM-WHT-105,2024-08-24,2024-09-18,2024-09-18,33422.14,Delivered
PO-00012743,SUP-KSA-02,RM-ADTV-217,2024-02-15,2024-02-24,2024-02-24,1867.17,Delivered
PO-00012744,SUP-IND-01,RM-WHT-028,2024-10-13,2024-10-31,2024-10-31,16731.99,Delivered
PO-00012745,SUP-UKR-01,RM-WHT-037,2024-11-11,2024-12-03,2024-12-03,33040.86,Delivered
PO-00012746,SUP-IND-01,RM-WHT-043,2025-06-09,2025-06-27,2025-06-27,8997.8,Delivered
PO-00012747,SUP-KSA-03,RM-ADTV-153,2024-11-22,2024-12-02,2024-12-02,1243.65,Delivered
PO-00012748,SUP-IND-01,RM-WHT-034,2024-05-24,2024-06-11,2024-06-11,18245.24,Delivered
PO-00012749,SUP-KSA-04,RM-ADTV-241,2023-09-18,2023-09-29,2023-09-29,463.95,Delivered
PO-00012750,SUP-UKR-01,RM-WHT-055,2023-05-27,2023-06-18,2023-06-18,26184.73,Delivered
PO-00012751,SUP-IND-01,RM-WHT-055,2024-11-07,2024-11-25,2024-11-25,27945.69,Delivered
PO-00012752,SUP-IND-01,RM-WHT-036,2024-04-12,2024-04-30,2024-04-30,24009.17,Delivered
PO-00012753,SUP-KSA-02,RM-ADTV-185,2024-05-15,2024-05-24,2024-05-24,517.8,Delivered
PO-00012754,SUP-KSA-02,RM-ADTV-210,2025-02-12,2025-02-21,2025-02-21,690.9,Delivered
PO-00012755,SUP-IND-01,RM-WHT-077,2024-11-28,2024-12-16,2024-12-16,18565.48,Delivered
PO-00012756,SUP-AUS-01,RM-WHT-035,2023-09-06,2023-10-01,2023-10-01,17289.44,Delivered
PO-00012757,SUP-AUS-01,RM-WHT-021,2024-05-27,2024-06-21,2024-06-21,2817.37,Delivered
PO-00012758,SUP-KSA-01,RM-ADTV-211,2025-02-19,2025-02-26,2025-02-26,2937.93,Delivered
PO-00012759,SUP-KSA-04,RM-ADTV-235,2023-03-25,2023-04-05,2023-04-05,710.35,Delivered
PO-00012760,SUP-UKR-01,RM-WHT-111,2024-02-06,2024-02-28,2024-02-28,36788.08,Delivered
PO-00012761,SUP-IND-01,RM-WHT-078,2023-08-29,2023-09-16,2023-09-16,10865.16,Delivered
PO-00012762,SUP-AUS-01,RM-WHT-143,2025-02-25,2025-03-22,2025-03-22,40358.32,Delivered
PO-00012763,SUP-AUS-01,RM-WHT-146,2023-08-17,2023-09-11,2023-09-11,28570.74,Delivered
PO-00012764,SUP-KSA-01,RM-ADTV-246,2024-05-05,2024-05-12,2024-05-12,3960.9,Delivered
PO-00012765,SUP-AUS-01,RM-WHT-048,2024-01-05,2024-01-30,2024-01-30,8324.83,Delivered
PO-00012766,SUP-IND-01,RM-WHT-059,2022-12-28,2023-01-15,2023-01-15,22193.7,Delivered
PO-00012767,SUP-KSA-01,RM-ADTV-221,2023-03-10,2023-03-17,2023-03-17,1157.37,Delivered
PO-00012768,SUP-UKR-01,RM-WHT-143,2024-09-04,2024-09-26,2024-09-26,27116.87,Delivered
PO-00012769,SUP-IND-01,RM-WHT-098,2023-09-24,2023-10-12,2023-10-12,26629.68,Delivered
PO-00012770,SUP-UKR-01,RM-WHT-062,2024-10-20,2024-11-11,2024-11-11,24249.9,Delivered
PO-00012771,SUP-KSA-04,RM-ADTV-239,2023-11-09,2023-11-20,2023-11-20,1013.68,Delivered
PO-00012772,SUP-AUS-01,RM-WHT-147,2025-05-28,2025-06-22,2025-06-22,13044.92,Delivered
PO-00012773,SUP-IND-01,RM-WHT-140,2024-03-12,2024-03-30,2024-03-30,19455.3,Delivered
PO-00012774,SUP-UKR-01,RM-WHT-061,2023-06-15,2023-07-07,2023-07-07,21594.24,Delivered
PO-00012775,SUP-KSA-04,RM-ADTV-195,2023-05-17,2023-05-28,2023-05-28,2797.82,Delivered
PO-00012776,SUP-AUS-01,RM-WHT-123,2024-01-15,2024-02-09,2024-02-09,10526.22,Delivered
PO-00012777,SUP-KSA-04,RM-ADTV-224,2024-06-17,2024-06-28,2024-06-28,2137.15,Delivered
PO-00012778,SUP-KSA-04,RM-ADTV-200,2024-07-02,2024-07-13,2024-07-13,1767.33,Delivered
PO-00012779,SUP-UKR-01,RM-WHT-023,2024-01-03,2024-01-25,2024-01-25,7737.23,Delivered
PO-00012780,SUP-IND-01,RM-WHT-038,2024-02-08,2024-02-26,2024-02-26,6769.29,Delivered
PO-00012781,SUP-KSA-04,RM-ADTV-243,2024-11-29,2024-12-10,2024-12-10,706.74,Delivered
PO-00012782,SUP-KSA-03,RM-ADTV-239,2024-04-12,2024-04-22,2024-04-22,930.36,Delivered
PO-00012783,SUP-KSA-01,RM-ADTV-197,2024-03-08,2024-03-15,2024-03-15,479.74,Delivered
PO-00012784,SUP-AUS-01,RM-WHT-019,2025-04-14,2025-05-09,2025-05-09,9984.86,Delivered
PO-00012785,SUP-IND-01,RM-WHT-014,2023-02-21,2023-03-11,2023-03-11,8147.65,Delivered
PO-00012786,SUP-KSA-03,RM-ADTV-166,2023-11-04,2023-11-14,2023-11-14,715.26,Delivered
PO-00012787,SUP-IND-01,RM-WHT-003,2023-03-10,2023-03-28,2023-03-28,10298.61,Delivered
PO-00012788,SUP-AUS-01,RM-WHT-130,2025-01-29,2025-02-23,2025-02-23,35387.69,Delivered
PO-00012789,SUP-IND-01,RM-WHT-140,2025-03-13,2025-03-31,2025-03-31,11109.68,Delivered
PO-00012790,SUP-AUS-01,RM-WHT-039,2025-04-30,2025-05-25,2025-05-25,5878.06,Delivered
PO-00012791,SUP-IND-01,RM-WHT-092,2025-05-30,2025-06-17,2025-06-17,23401.07,Delivered
PO-00012792,SUP-KSA-01,RM-ADTV-191,2022-12-27,2023-01-03,2023-01-03,365.16,Delivered
PO-00012793,SUP-KSA-02,RM-ADTV-172,2025-02-28,2025-03-09,2025-03-09,2396.22,Delivered
PO-00012794,SUP-KSA-04,RM-ADTV-171,2022-12-25,2023-01-05,2023-01-05,2329.11,Delivered
PO-00012795,SUP-KSA-04,RM-ADTV-152,2023-05-09,2023-05-20,2023-05-20,739.78,Delivered
PO-00012796,SUP-KSA-01,RM-ADTV-237,2024-10-20,2024-10-27,2024-10-27,1791.57,Delivered
PO-00012797,SUP-KSA-02,RM-ADTV-168,2023-11-07,2023-11-16,2023-11-16,1769.13,Delivered
PO-00012798,SUP-UKR-01,RM-WHT-004,2024-04-22,2024-05-14,2024-05-14,22944.68,Delivered
PO-00012799,SUP-IND-01,RM-WHT-002,2024-05-12,2024-05-30,2024-05-30,7288.84,Delivered
PO-00012800,SUP-AUS-01,RM-WHT-147,2024-03-13,2024-04-07,2024-04-07,28682.2,Delivered
PO-00012801,SUP-AUS-01,RM-WHT-086,2024-05-05,2024-05-30,2024-05-30,14407.87,Delivered
PO-00012802,SUP-IND-01,RM-WHT-059,2025-01-04,2025-01-22,2025-01-22,34380.46,Delivered
PO-00012803,SUP-KSA-02,RM-ADTV-204,2025-06-14,2025-06-23,2025-06-23,4045.71,Delivered
PO-00012804,SUP-AUS-01,RM-WHT-098,2022-12-15,2023-01-09,2023-01-09,29534.62,Delivered
PO-00012805,SUP-AUS-01,RM-WHT-067,2023-09-15,2023-10-10,2023-10-10,3793.19,Delivered
PO-00012806,SUP-AUS-01,RM-WHT-032,2023-03-19,2023-04-13,2023-04-13,13268.02,Delivered
PO-00012807,SUP-KSA-04,RM-ADTV-192,2025-01-07,2025-01-18,2025-01-18,1008.3,Delivered
PO-00012808,SUP-IND-01,RM-WHT-138,2025-04-12,2025-04-30,2025-04-30,14262.43,Delivered
PO-00012809,SUP-KSA-01,RM-ADTV-230,2025-06-19,2025-06-26,2025-06-26,1257.05,Delivered
PO-00012810,SUP-IND-01,RM-WHT-043,2023-01-12,2023-01-30,2023-01-30,10453.83,Delivered
PO-00012811,SUP-KSA-03,RM-ADTV-229,2024-05-11,2024-05-21,2024-05-21,3329.95,Delivered
PO-00012812,SUP-UKR-01,RM-WHT-077,2023-07-09,2023-07-31,2023-07-31,9657.76,Delivered
PO-00012813,SUP-UKR-01,RM-WHT-078,2024-01-14,2024-02-05,2024-02-05,4683.7,Delivered
PO-00012814,SUP-KSA-04,RM-ADTV-244,2023-07-28,2023-08-08,2023-08-08,1724.4,Delivered
PO-00012815,SUP-IND-01,RM-WHT-085,2024-02-19,2024-03-08,2024-03-08,6566.36,Delivered
PO-00012816,SUP-KSA-03,RM-ADTV-228,2025-06-04,2025-06-14,2025-06-14,298.86,Delivered
PO-00012817,SUP-UKR-01,RM-WHT-083,2024-08-28,2024-09-19,2024-09-19,8359.34,Delivered
PO-00012818,SUP-AUS-01,RM-WHT-040,2024-03-30,2024-04-24,2024-04-24,12796.78,Delivered
PO-00012819,SUP-AUS-01,RM-WHT-062,2025-03-11,2025-04-05,2025-04-05,37774.29,Delivered
PO-00012820,SUP-IND-01,RM-WHT-148,2023-07-07,2023-07-25,2023-07-25,36817.15,Delivered
PO-00012821,SUP-IND-01,RM-WHT-137,2024-11-09,2024-11-27,2024-11-27,35441.07,Delivered
PO-00012822,SUP-IND-01,RM-WHT-036,2024-04-09,2024-04-27,2024-04-27,4883.74,Delivered
PO-00012823,SUP-IND-01,RM-WHT-075,2024-05-25,2024-06-12,2024-06-12,8202.61,Delivered
PO-00012824,SUP-AUS-01,RM-WHT-147,2023-01-11,2023-02-05,2023-02-05,7100.93,Delivered
PO-00012825,SUP-IND-01,RM-WHT-011,2024-11-12,2024-11-30,2024-11-30,7924.98,Delivered
PO-00012826,SUP-UKR-01,RM-WHT-128,2022-12-27,2023-01-18,2023-01-18,30183.82,Delivered
PO-00012827,SUP-AUS-01,RM-WHT-000,2023-08-28,2023-09-22,2023-09-22,12095.3,Delivered
PO-00012828,SUP-IND-01,RM-WHT-116,2023-08-09,2023-08-27,2023-08-27,11844.17,Delivered
PO-00012829,SUP-KSA-02,RM-ADTV-188,2025-05-11,2025-05-20,2025-05-20,1704.09,Delivered
PO-00012830,SUP-IND-01,RM-WHT-140,2023-05-11,2023-05-29,2023-05-29,13725.67,Delivered
PO-00012831,SUP-IND-01,RM-WHT-104,2023-02-16,2023-03-06,2023-03-06,12614.04,Delivered
PO-00012832,SUP-KSA-04,RM-ADTV-160,2024-10-10,2024-10-21,2024-10-21,1173.86,Delivered
PO-00012833,SUP-UKR-01,RM-WHT-133,2024-03-31,2024-04-22,2024-04-22,12013.02,Delivered
PO-00012834,SUP-IND-01,RM-WHT-024,2023-09-17,2023-10-05,2023-10-05,17750.47,Delivered
PO-00012835,SUP-KSA-03,RM-ADTV-150,2023-09-16,2023-09-26,2023-09-26,2569.65,Delivered
PO-00012836,SUP-IND-01,RM-WHT-100,2023-09-08,2023-09-26,2023-09-26,14398.95,Delivered
PO-00012837,SUP-AUS-01,RM-WHT-024,2023-05-07,2023-06-01,2023-06-01,11457.72,Delivered
